NP_ID	Noun	NP_Morph	NP_Gloss	ASP	CNJ	POS	PSS	PHI	SEM	MRK	DRV	DET	NPS	NUM	ANM	SYN	DEF	REF
KS18202	łowatte -ł -ən	łowatte -ŋ nԑ łowatte -ł -ən	величина ATTR женщина величина 3SG LOC	p	sbj	s	1	3s	oth	loc	nul	nul	1	s	non	iob	0	1
KS18203	nԑ	păłatte -ŋ nԑ	рост ATTR женщина	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
KS18204	păłatte -ł -ən	păłatte -ŋ nԑ păłatte -ł -ən	рост ATTR женщина рост 3SG LOC	p	sbj	s	1	3s	oth	loc	nul	nul	1	s	non	iob	0	1
KS18301	kǫrt	kǫrt	деревня	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	sbj	1	1
KS18302	pɔri	wǫn pɔri	большой пир	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS18303	wɔš	wɔš	город	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	sbj	1	1
KS18304	pɔri	wǫn pɔri	большой пир	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS18401	tiłəś	tiłəś	месяц	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	1
KS18402	łapət	i łapət	один неделя	i	sbj	s	0	n	n	nul	nul	i	0	s	non	obj	0	1
KS18502	śuń -əł xǫł -əł -ən	in śuń -əł xǫł -əł -ən	этот счастье 3SG благосостояние 3SG LOC	i	sbj	s	1	3s	dis	loc	nul	in	0	s	non	iob	1	1
KS18501	śuń -əł	śuń -əł	счастье 3SG	i	sbj	s	i	3s	dis	nul	nul	nul	0	s	non	iob	1	1
KS18502	xǫł -əł -ən	xǫł -əł -ən	благосостояние 3SG LOC	i	sbj	s	i	3s	dis	loc	nul	nul	0	s	non	iob	1	1
